"NAF Nr";"NAF name";"Country";"Registration Date";"Expiry Date"
"1102";"K";"Spain";"2003-03-04";"2020-09-27"
"1103";"Tarra";"Spain";"2003-03-04";"2017-01-28"
"1104";"baekno";"Germany";"2003-03-04";"2018-07-08"
"1105";"Emyr18";"Wales";"2003-03-04";"2023-04-17"
"1106";"Furelli";"";"2003-03-04";"2004-09-04"
"1107";"Magrub_Steulteef";"England";"2003-03-04";"2004-09-04"
"1108";"Superstarkeeper";"England";"2003-03-04";"2024-12-03"
"1109";"Corvidius";"England";"2003-03-04";"2016-06-19"
"1110";"Trudge";"";"2003-03-04";"2004-09-04"
"1111";"Jez_Lowe";"";"2003-03-04";"2004-09-04"
"1112";"Neramoor";"England";"2003-03-04";"2005-09-04"
"1113";"Snakeyes";"England";"2003-03-04";"2004-09-04"
"1114";"Karegon1";"England";"2003-03-04";"2004-09-04"
"1115";"Foxen";"Germany";"2003-03-04";"2004-09-04"
"1116";"Zodiac";"Germany";"2003-03-04";"2017-02-16"
"1117";"N_Key";"Germany";"2003-03-04";"2012-07-05"
"1118";"Che_Webster";"England";"2003-03-04";"2005-09-04"
"1119";"Sandals";"England";"2003-03-04";"2004-09-04"
"1120";"Brian_Aderson";"England";"2003-03-04";"2011-10-08"
"1121";"Sewer Scum";"England";"2003-03-04";"2012-10-16"
"1122";"Tovil";"";"2003-03-04";"2004-09-04"
"1123";"Shaniepoo1";"England";"2003-03-04";"2026-05-08"
"1124";"Al_the_Trowel";"England";"2003-03-04";"2020-07-04"
"1125";"Doubleskulls";"England";"2003-03-04";"2015-07-25"
"1126";"Long_Bomb";"England";"2003-03-04";"2014-06-01"
"1127";"Relborn";"Germany";"2003-03-04";"2009-08-08"
"1128";"Tasca";"England";"2003-03-04";"2005-09-04"
"1129";"Dazak";"England";"2003-03-04";"2005-09-04"
"1130";"Loftus";"";"2003-03-04";"2004-09-04"
"1131";"Tris";"";"2003-03-04";"2004-09-04"
"1132";"cjtaylor_uk";"England";"2003-03-04";"2023-04-29"
"1133";"Butane";"England";"2003-03-04";"2005-09-04"
"1134";"EvilGit";"England";"2003-03-04";"2010-06-15"
"1135";"Blitzwing";"England";"2003-03-04";"2013-03-02"
"1136";"Gallowin1";"United States of America";"2003-03-04";"2004-09-04"
"1137";"Coldark";"England";"2003-03-04";"2020-01-20"
"1138";"Bite_bite";"England";"2003-03-04";"2004-09-04"
"1139";"Looney";"";"2003-03-04";"2004-09-04"
"1140";"A_Rennox";"England";"2003-03-04";"2004-09-04"
"1141";"Shortarse";"England";"2003-03-04";"2027-07-25"
"1142";"Elfhater";"England";"2003-03-04";"2006-11-15"
"1143";"mawph";"England";"2003-03-04";"2025-02-12"
"1144";"ITCHOU";"France";"2003-03-04";"2008-08-31"
"1145";"llamasol";"England";"2003-03-04";"2004-09-04"
"1146";"Bollogs1";"";"2003-03-04";"2004-09-04"
"1147";"Dan_Titan";"Spain";"2003-03-04";"2024-07-07"
"1148";"Wyrewolf";"England";"2003-03-04";"2004-09-04"
"1149";"lowsman";"England";"2003-03-04";"2011-10-08"
"1150";"Chaostic";"France";"2003-03-04";"2006-09-04"
"1151";"Agentrock";"United States of America";"2003-03-04";"2014-01-11"
"1152";"Madzit";"England";"2003-03-04";"2018-05-05"
"1153";"Stikki1";"England";"2003-03-04";"2006-09-04"
"1154";"Edgar1";"";"2003-03-04";"2004-09-04"
"1155";"Slatfordicus";"England";"2003-03-04";"2025-09-22"
"1156";"ManticoreRich";"England";"2003-03-04";"2020-10-08"
"1157";"JJB";"England";"2003-03-04";"2017-11-25"
"1158";"Tashton1";"England";"2003-03-04";"2012-06-07"
"1159";"Lee_Ainslough";"England";"2003-03-04";"2004-09-04"
"1160";"Andrew_Carr";"England";"2003-03-04";"2004-09-04"
"1161";"Gitsnik";"";"2003-03-04";"2004-09-04"
"1162";"JessicaDeJong";"England";"2003-03-04";"2004-09-04"
"1163";"Mike_Pye";"England";"2003-03-04";"2004-09-04"
"1164";"Wee_Bri";"";"2003-03-04";"2004-09-04"
"1165";"Lamb_Boy";"";"2003-03-04";"2004-09-04"
"1169";"SGTROCK";"United States of America";"2003-03-04";"2004-09-04"
"1170";"Akira";"United States of America";"2003-03-04";"2004-09-04"
"1176";"Aalladdar";"United States of America";"2003-03-05";"2004-09-05"
"1181";"PV";"";"2003-03-05";"2004-09-05"
"1183";"Fondu77";"France";"2003-03-05";"2011-10-08"
"1184";"huanquayle";"England";"2003-03-05";"2018-11-25"
"1190";"BigDEalDan00777";"Canada";"2003-03-05";"2004-09-05"
"1191";"thorgrum";"Spain";"2003-03-05";"2026-03-08"
"1192";"Nukkel_Dragrrr";"United States of America";"2003-03-05";"2004-09-05"
"1194";"ZogSquigfoot";"United States of America";"2003-03-05";"2011-10-08"
"1195";"Vitalis";"Denmark";"2003-03-05";"2004-09-05"
"1196";"Bishop";"Spain";"2003-03-06";"2004-09-13"
"1199";"Phoenix";"Spain";"2003-03-06";"2015-11-26"
"1203";"Slaughterama";"United States of America";"2003-03-06";"2004-09-06"
"1216";"BUSHISEISHIN";"United States of America";"2003-03-06";"2006-06-22"
"1217";"Kewlfrogz";"United States of America";"2003-03-06";"2004-09-06"
"1218";"Icecave";"United States of America";"2003-03-07";"2005-09-17"
"1219";"Kekskommander";"Switzerland";"2003-03-07";"2024-03-26"
"1223";"_Q_";"United States of America";"2003-03-07";"2004-09-07"
"1234";"Monaal";"United States of America";"2003-03-08";"2004-09-08"
"1246";"Troll";"United States of America";"2003-03-08";"2004-09-08"
"1254";"Warchild";"Denmark";"2003-03-09";"2004-09-09"
"1256";"kurro";"Spain";"2003-03-09";"2005-09-09"
"1262";"Jay_of_the_desert";"England";"2003-03-09";"2004-09-09"
"1264";"DaFoola";"United States of America";"2003-03-09";"2025-08-29"
"1267";"kalten";"England";"2003-03-09";"2018-09-25"
"1271";"Wappellious";"United States of America";"2003-03-09";"2011-09-26"
"1273";"Grimibrim";"United States of America";"2003-03-10";"2004-09-10"
"1275";"Kalvo";"Finland";"2003-03-10";"2005-10-06"
"1286";"Muckhollow";"United States of America";"2003-03-10";"2006-09-10"
"1295";"Kyrie";"Spain";"2003-03-11";"2005-09-13"
"1300";"Waker";"United States of America";"2003-03-11";"2004-09-11"
"1305";"wesleytj";"United States of America";"2003-03-12";"2025-08-25"
"1307";"roughneck";"United States of America";"2003-03-12";"2016-05-15"
"1313";"Chaotic";"Australia";"2003-03-12";"2004-09-12"
"1315";"Xtreme";"United States of America";"2003-03-12";"2026-10-03"
"1318";"Ratin_Mutants";"Denmark";"2003-03-12";"2006-09-12"
"1321";"Melichor";"United States of America";"2003-03-12";"2004-09-17"
"1323";"jmccubbin";"United States of America";"2003-03-12";"2004-09-12"
"1327";"Necromutant";"United States of America";"2003-03-13";"2004-09-13"
"1333";"Rheinhold_Of_Pindle_Down";"United States of America";"2003-03-13";"2004-09-13"
"1334";"Tagrath";"United States of America";"2003-03-13";"2004-09-13"
"1335";"JDWhisper";"United States of America";"2003-03-13";"2006-12-03"
"1344";"Fozzybear76";"United States of America";"2003-03-14";"2004-09-14"
"1347";"Garil";"France";"2003-03-14";"2005-11-09"
"1351";"Magier";"Austria";"2003-03-14";"2004-09-14"
"1356";"spugnoid";"Canada";"2003-03-14";"2021-02-11"
"1359";"hoomin_erra";"England";"2003-03-15";"2010-12-20"
"1368";"GriffOberwald69";"Italy";"2003-03-15";"2006-01-15"
"1372";"AliveAndKicking";"United States of America";"2003-03-15";"2004-09-15"
"1382";"dorf";"United States of America";"2003-03-16";"2004-09-16"
"1388";"Cthulhu_gump";"Australia";"2003-03-16";"2004-09-19"
"1389";"netrnner";"United States of America";"2003-03-16";"2026-03-25"
"1396";"constablejr";"United States of America";"2003-03-17";"2004-11-11"
"1403";"bungeeworm2003";"Germany";"2003-03-17";"2004-09-17"
"1406";"Mscetacea";"United States of America";"2003-03-17";"2004-09-17"
"1410";"Waxumbut";"Sweden";"2003-03-18";"2004-09-19"
"1419";"VincentLungbasher";"United States of America";"2003-03-18";"2004-09-18"
"1420";"Torpor";"England";"2003-03-18";"2018-05-19"
"1423";"Skinkherder";"United States of America";"2003-03-19";"2004-09-19"
"1424";"Hrothgar";"United States of America";"2003-03-19";"2004-09-21"
"1426";"YAP";"Denmark";"2003-03-19";"2004-09-19"
"1427";"Arkan";"Germany";"2003-03-19";"2005-05-03"
"1430";"squighunter";"United States of America";"2003-03-19";"2012-08-07"
"1442";"Pretentious";"Canada";"2003-03-19";"2013-06-21"
"1452";"NagaSama";"United States of America";"2003-03-20";"2004-10-08"
"1459";"Stravides";"England";"2003-03-21";"2004-09-21"
"1464";"NodrogN";"United States of America";"2003-03-21";"2004-09-21"
"1465";"althalus";"England";"2003-03-21";"2004-09-21"
"1467";"cossakking";"United States of America";"2003-03-21";"2004-09-21"
"1469";"Ezikiel";"Norway";"2003-03-21";"2004-09-21"
"1471";"Private69";"Canada";"2003-03-22";"2004-09-22"
"1476";"Grettel";"England";"2003-03-22";"2004-09-22"
"1480";"neubine";"United States of America";"2003-03-23";"2004-11-26"
"1484";"Raverten";"Germany";"2003-03-23";"2027-02-15"
"1491";"Archamedius";"United States of America";"2003-03-24";"2004-09-27"
"1492";"aerofool";"United States of America";"2003-03-24";"2010-05-15"
"1494";"BloodGore";"United States of America";"2003-03-24";"2004-09-24"
"1497";"Mongrel_";"United States of America";"2003-03-24";"2004-09-24"
"1499";"The_Indifferent_One";"Canada";"2003-03-24";"2004-09-24"
"1500";"Dudgeo";"";"2003-03-24";"2004-09-24"
"1501";"Bneus";"Canada";"2003-03-24";"2005-09-24"
"1502";"CassusLebna";"";"2003-03-24";"2004-09-24"
"1503";"Mad_Man_Of_Prague";"Canada";"2003-03-24";"2004-09-24"
"1504";"Waltall";"";"2003-03-24";"2004-09-24"
"1505";"Scott_R._Wells";"";"2003-03-24";"2004-09-24"
"1506";"Dragoonsheart";"";"2003-03-24";"2004-09-24"
"1507";"Six_Foot_Dwarf";"Canada";"2003-03-24";"2005-09-24"
"1508";"Keggler";"";"2003-03-24";"2004-09-24"
"1509";"Kronos4444";"United States of America";"2003-03-24";"2004-09-24"
"1510";"EdsXwing";"United States of America";"2003-03-24";"2004-09-24"
"1521";"Auciello";"Canada";"2003-03-25";"2018-07-23"
"1522";"Wheezer";"Canada";"2003-03-25";"2004-09-25"
"1523";"Idjut";"";"2003-03-25";"2004-09-25"
"1524";"El_Condor";"Netherlands";"2003-03-25";"2024-01-10"
"1527";"gorechjo";"United States of America";"2003-03-26";"2004-09-26"
"1531";"Thetchyl";"Germany";"2003-03-26";"2005-03-10"
"1535";"trisfreer";"England";"2003-03-27";"2004-10-11"
"1538";"Valen";"Scotland";"2003-03-27";"2025-10-30"
"1541";"muttleey";"Norway";"2003-03-27";"2004-09-27"
"1545";"gdry666";"United States of America";"2003-03-27";"2004-09-27"
"1546";"raggabagga";"United States of America";"2003-03-27";"2004-09-27"
"1552";"Hawthorne";"Sweden";"2003-03-28";"2004-09-28"
"1554";"peikko";"Finland";"2003-03-28";"2006-10-21"
"1558";"chrisaasan";"Norway";"2003-03-28";"2004-09-28"
"1560";"Eve";"United States of America";"2003-03-28";"2004-09-28"
"1568";"ArachnoBlood";"United States of America";"2003-03-29";"2004-09-29"
"1579";"ShadowElf";"United States of America";"2003-03-31";"2004-09-30"
"1582";"Bob_the_Fish";"United States of America";"2003-03-31";"2004-09-30"
"1583";"Mr.Magoo";"United States of America";"2003-03-31";"2009-05-02"
"1587";"Zephyrus";"United States of America";"2003-03-31";"2004-09-30"
"1588";"MarkHillier";"United States of America";"2003-03-31";"2004-09-30"
"1595";"jcook119";"United States of America";"2003-04-01";"2004-10-01"
"1601";"Morlok_Rigen";"Germany";"2003-04-01";"2004-10-01"
"1607";"Darksword";"Australia";"2003-04-02";"2004-10-02"
"1613";"da_dude";"Switzerland";"2003-04-02";"2004-10-02"
"1614";"Kilcin";"United States of America";"2003-04-02";"2010-07-07"
"1615";"Whatadive";"United States of America";"2003-04-02";"2004-10-02"
"1616";"MinorDread";"Finland";"2003-04-02";"2004-10-02"
"1619";"Zevarin";"United States of America";"2003-04-02";"2004-10-02"
"1620";"thedragon";"United States of America";"2003-04-02";"2004-10-02"
"1621";"vmcat";"Scotland";"2003-04-02";"2029-08-07"
"1629";"corlus";"United States of America";"2003-04-03";"2004-10-03"
"1630";"TygerClaw";"United States of America";"2003-04-03";"2004-10-03"
"1636";"jesterlav";"United States of America";"2003-04-03";"2004-10-03"
"1646";"Bajlon";"Sweden";"2003-04-04";"2020-05-06"
"1647";"Quasta";"United States of America";"2003-04-04";"2004-10-04"
"1651";"p1n3_b0x";"United States of America";"2003-04-04";"2004-10-04"
"1654";"Hoshi_Komi";"United States of America";"2003-04-05";"2024-10-20"
"1656";"Askholm";"Denmark";"2003-04-05";"2004-10-05"
"1676";"Azaghal";"Denmark";"2003-04-07";"2026-03-30"
"1682";"cvnan5k1";"United States of America";"2003-04-07";"2006-02-27"
"1684";"coddlecodd";"Sweden";"2003-04-07";"2005-03-10"
"1688";"Carmichael";"England";"2003-04-08";"2004-10-08"
"1695";"zim";"United States of America";"2003-04-08";"2018-05-01"
"1698";"HashutsChosen";"United States of America";"2003-04-08";"2004-10-23"
"1709";"Sepiche";"United States of America";"2003-04-09";"2004-10-09"
"1711";"Corran";"Sweden";"2003-04-09";"2004-11-21"
"1713";"littlemute";"United States of America";"2003-04-09";"2012-12-09"
"1724";"weerdo";"Netherlands";"2003-04-10";"2026-06-10"
"1727";"nyarlathothep";"Sweden";"2003-04-10";"2004-10-15"
"1734";"bouke";"United States of America";"2003-04-10";"2004-10-10"
"1736";"TheBugg";"United States of America";"2003-04-10";"2004-10-10"
"1756";"Baskhus";"United States of America";"2003-04-13";"2004-10-13"
"1759";"Kraken";"Denmark";"2003-04-13";"2004-10-13"
"1761";"dwarfcoach";"England";"2003-04-13";"2013-10-13"
"1763";"groucho";"Switzerland";"2003-04-13";"2016-09-13"
"1765";"brwald";"Switzerland";"2003-04-13";"2004-10-13"
"1768";"Capulet";"Sweden";"2003-04-13";"2004-10-13"
"1772";"Gromm";"New Zealand";"2003-04-13";"2004-10-14"
"1775";"coachtj";"United States of America";"2003-04-14";"2004-10-14"
"1784";"ravenhawk";"United States of America";"2003-04-14";"2004-10-14"
"1785";"Voland";"England";"2003-04-14";"2004-10-14"
"1787";"jedholmes";"United States of America";"2003-04-14";"2004-10-14"
"1789";"Jimbo";"New Zealand";"2003-04-14";"2004-10-14"
"1796";"SpinDisc";"Sweden";"2003-04-15";"2004-10-15"
"1797";"Raven3001";"England";"2003-04-15";"2004-10-15"
"1799";"TheDarkside";"United States of America";"2003-04-15";"2004-10-18"
"1802";"jware30";"United States of America";"2003-04-15";"2026-01-27"
"1804";"Holleran";"United States of America";"2003-04-15";"2007-02-17"
"1805";"monkeybone";"United States of America";"2003-04-15";"2004-10-15"
"1814";"Old_Man_Monkey";"United States of America";"2003-04-16";"2020-07-26"
"1822";"Dream17";"England";"2003-04-16";"2025-04-19"
"1823";"mroswick";"United States of America";"2003-04-16";"2004-10-16"
"1825";"Maddog2020";"United States of America";"2003-04-17";"2012-07-12"
"1832";"Messiah";"Canada";"2003-04-17";"2017-11-03"
"1833";"Navdi";"Finland";"2003-04-17";"2016-10-18"
"1836";"Deadlock";"Canada";"2003-04-17";"2017-02-16"
"1842";"Gwadion";"Sweden";"2003-04-18";"2004-10-18"
"1846";"CousinDave";"United States of America";"2003-04-18";"2004-10-18"
"1847";"Grymm428";"United States of America";"2003-04-18";"2021-07-02"
"1849";"halden";"United States of America";"2003-04-19";"2004-10-19"
"1854";"Wraithlord";"United States of America";"2003-04-19";"2011-04-06"
"1856";"Zorander";"Germany";"2003-04-19";"2004-10-19"
"1861";"Holk";"Germany";"2003-04-19";"2007-03-12"
"1869";"wiseinsac";"United States of America";"2003-04-21";"2004-10-21"
"1879";"orkfrau";"Germany";"2003-04-21";"2012-06-29"
"1881";"niewiemski";"United States of America";"2003-04-21";"2005-10-21"
"1882";"Ombi";"United States of America";"2003-04-21";"2028-02-11"
"1883";"SirStrat";"United States of America";"2003-04-22";"2004-10-22"
"1885";"OZjesting";"Australia";"2003-04-22";"2014-04-28"
"1886";"Thymian";"";"2003-04-22";"2010-08-07"
"1887";"littleboy";"Australia";"2003-04-22";"2004-10-22"
"1888";"anderson";"Australia";"2003-04-22";"2011-03-01"
"1889";"bannon";"Australia";"2003-04-22";"2004-10-22"
"1890";"JoeKano";"Australia";"2003-04-22";"2024-11-20"
"1891";"Titans";"Australia";"2003-04-22";"2006-01-27"
"1894";"lebox";"Denmark";"2003-04-22";"2004-11-04"
"1902";"westonwyse";"United States of America";"2003-04-22";"2004-10-22"
"1904";"Draakus";"Australia";"2003-04-23";"2021-12-03"
"1906";"Tdesh";"United States of America";"2003-04-23";"2004-10-23"
"1912";"Aasimar";"United States of America";"2003-04-23";"2004-10-23"
"1915";"no_one";"United States of America";"2003-04-23";"2004-10-23"
"1923";"Ravenas";"Germany";"2003-04-24";"2007-12-23"
"1937";"MattB";"England";"2003-04-25";"2004-10-25"
"1943";"danbond2k";"England";"2003-04-25";"2014-06-04"
"1945";"qwik";"Canada";"2003-04-25";"2004-10-25"
"1948";"ruppt";"United States of America";"2003-04-26";"2021-06-05"
"1952";"Gobstyk";"England";"2003-04-27";"2004-10-27"
"1965";"BenArd";"England";"2003-04-28";"2005-10-28"
"1974";"JeffB";"United States of America";"2003-04-29";"2004-10-29"
"1981";"xJx";"Finland";"2003-04-30";"2004-10-30"
"1982";"jejaatin";"Finland";"2003-04-30";"2006-08-03"
"1983";"tiipou";"Finland";"2003-04-30";"2008-03-28"
"1988";"Ulic_Qel_Droma";"United States of America";"2003-04-30";"2023-02-27"
"1991";"Apostol";"Spain";"2003-05-01";"2011-07-26"
"1996";"Xolus";"Finland";"2003-05-01";"2005-03-10"
"1999";"Justin_Kase";"United States of America";"2003-05-01";"2010-08-22"
"2000";"HeavyGear";"United States of America";"2003-05-01";"2024-05-30"
"2002";"UNGRATEFUL57";"United States of America";"2003-05-02";"2004-11-02"
"2015";"JeffJordan1978";"United States of America";"2003-05-03";"2004-11-03"
"2017";"VBlade";"United States of America";"2003-05-03";"2004-11-03"
"2024";"vegeta021";"United States of America";"2003-05-05";"2026-06-04"
"2026";"PhoenixLord";"United States of America";"2003-05-05";"2004-11-05"
"2030";"magnuslyngby";"Denmark";"2003-05-05";"2004-11-05"
"2031";"JBrown";"United States of America";"2003-05-05";"2004-11-05"
"2040";"Whassoi";"Switzerland";"2003-05-06";"2004-11-06"
"2057";"dirkdarkphoenix";"United States of America";"2003-05-08";"2004-11-08"
"2058";"ZooFreak";"Denmark";"2003-05-08";"2015-10-02"
"2059";"Flesheater";"Denmark";"2003-05-08";"2004-11-08"
"2064";"Zip";"Germany";"2003-05-09";"2024-11-16"
"2066";"Lpasto";"Spain";"2003-05-09";"2020-12-22"
"2067";"Writingedge";"United States of America";"2003-05-09";"2004-11-09"
"2072";"dp_hinton";"United States of America";"2003-05-10";"2004-11-10"
"2074";"arnimlueck";"Germany";"2003-05-11";"2004-11-11"
"2077";"Sssass";"United States of America";"2003-05-11";"2008-03-03"
"2083";"Gobbla";"France";"2003-05-12";"2004-11-12"
"2085";"Jordellfb";"England";"2003-05-12";"2023-10-11"
"2088";"skateboardboytom";"United States of America";"2003-05-12";"2005-02-05"
"2090";"freelogic";"Australia";"2003-05-12";"2004-11-12"
"2091";"ToppyT";"Canada";"2003-05-14";"2005-03-29"
"2100";"MrNuffle";"Denmark";"2003-05-15";"2021-01-14"
"2118";"keith_reed";"United States of America";"2003-05-17";"2021-06-29"
"2123";"morge";"Australia";"2003-05-18";"2012-03-08"
"2126";"voidknight";"United States of America";"2003-05-18";"2004-11-18"
"2131";"CPL";"Australia";"2003-05-18";"2004-11-18"
"2133";"GEEZER1967";"United States of America";"2003-05-18";"2004-11-18"
"2134";"Zadokvk";"United States of America";"2003-05-18";"2006-05-06"
"2148";"Tetes_Qui_Roulent";"Canada";"2003-05-19";"2014-05-25"
"2150";"Gaunab";"Germany";"2003-05-20";"2026-03-27"
"2155";"Celobar";"Finland";"2003-05-20";"2004-11-20"
"2156";"jarkko";"Finland";"2003-05-20";"2004-11-20"
"2157";"jullevi";"Finland";"2003-05-20";"2004-11-20"
"2158";"absentmind";"";"2003-05-20";"2004-11-20"
"2159";"Dolmot";"Finland";"2003-05-20";"2004-11-20"
"2160";"Hutsu";"Finland";"2003-05-20";"2004-11-20"
"2161";"mkay";"Finland";"2003-05-20";"2004-11-20"
"2162";"jsmatt";"Finland";"2003-05-20";"2004-11-20"
"2163";"ljm";"Finland";"2003-05-20";"2004-11-20"
"2164";"Krimsoni";"Finland";"2003-05-20";"2004-11-20"
"2165";"Momi";"Finland";"2003-05-20";"2004-11-20"
"2166";"InkRose";"Finland";"2003-05-20";"2004-11-20"
"2172";"Skull_Crusher";"Germany";"2003-05-21";"2004-11-21"
"2176";"RLF";"United States of America";"2003-05-21";"2005-01-01"
"2193";"OdoGoodgrubb";"United States of America";"2003-05-23";"2006-11-23"
